preprocessing,embeddings,micro_f1,macro_f1
"['sw', 'b', 'eb']",,0.6635115948887838,0.5451857155171917
"['sw', 'b', 'eb']",position,0.6999093381686311,0.5801790184123042
"['sw', 'b', 'eb']",sk,0.7009857612267252,0.6063626801059332
"['sw', 'b', 'eb']",sk position,0.6869449378330373,0.5787764076448222
"['sw', 'b', 'eb']",deps,0.6853146853146853,0.5617701509084461
"['sw', 'b', 'eb']",deps  position,0.7118491921005387,0.5854253708966608
"['sw', 'b', 'eb']",deps sk,0.6812402409101049,0.5698760625018128
"['sw', 'b', 'eb']",deps sk position,0.6826818082550774,0.5785135257177036
"['sw', 'b', 'eb']",pos_tag,0.6928956834532374,0.5723076254927275
"['sw', 'b', 'eb']",pos_tag   position,0.6973920863309352,0.5725546459738076
"['sw', 'b', 'eb']",pos_tag  sk,0.6823635952003622,0.5763013884212439
"['sw', 'b', 'eb']",pos_tag  sk position,0.6926444833625219,0.5918703405370183
"['sw', 'b', 'eb']",pos_tag deps,0.7122060470324747,0.5828235980219805
"['sw', 'b', 'eb']",pos_tag deps  position,0.6988062442607897,0.5753436110413004
"['sw', 'b', 'eb']",pos_tag deps sk,0.6924101198402131,0.5858562475125568
"['sw', 'b', 'eb']",pos_tag deps sk position,0.7106890459363958,0.6079028976001974
"['sw', 'b', 'nb']",,0.6854764107308048,0.5619908525422264
"['sw', 'b', 'nb']",position,0.7033065236818588,0.5841201799942478
<<<<<<< Updated upstream
"['sw', 'b', 'nb']",sk,0.693258183394754,0.5928720429163663
=======
"['sw', 'b', 'nb']",sk,0.6932581833947541,0.5928720429163663
>>>>>>> Stashed changes
"['sw', 'b', 'nb']",sk position,0.6917668405534134,0.5937395660030041
"['sw', 'b', 'nb']",deps,0.6987251174233952,0.5826152549185171
"['sw', 'b', 'nb']",deps  position,0.7087181797702184,0.5804817446545528
"['sw', 'b', 'nb']",deps sk,0.6900427062261182,0.588699140708119
"['sw', 'b', 'nb']",deps sk position,0.6933216168717048,0.5952368070573096
<<<<<<< Updated upstream
"['sw', 'b', 'nb']",pos_tag,0.693363329583802,0.575618892564499
=======
"['sw', 'b', 'nb']",pos_tag,0.6933633295838021,0.575618892564499
>>>>>>> Stashed changes
"['sw', 'b', 'nb']",pos_tag   position,0.6992532247114732,0.5712789085739748
"['sw', 'b', 'nb']",pos_tag  sk,0.6843657817109144,0.5877073140626738
"['sw', 'b', 'nb']",pos_tag  sk position,0.6905769659166853,0.5902110789923206
"['sw', 'b', 'nb']",pos_tag deps,0.7005549389567147,0.5749369516167202
"['sw', 'b', 'nb']",pos_tag deps  position,0.6950033913633281,0.569017880176467
"['sw', 'b', 'nb']",pos_tag deps sk,0.6978667827601219,0.597273706163229
"['sw', 'b', 'nb']",pos_tag deps sk position,0.7065120428189116,0.6038878881866191
"['sw', 'p', 'eb']",,0.6907909997680353,0.5690984658736844
"['sw', 'p', 'eb']",position,0.7085404428377766,0.588269847828412
"['sw', 'p', 'eb']",sk,0.6855992844364938,0.589243689630765
"['sw', 'p', 'eb']",sk position,0.6900159199454173,0.5891095806337432
"['sw', 'p', 'eb']",deps,0.6994388327721661,0.5695528060592328
"['sw', 'p', 'eb']",deps  position,0.711051930758988,0.5805294650602433
"['sw', 'p', 'eb']",deps sk,0.6914414414414415,0.594373348413475
"['sw', 'p', 'eb']",deps sk position,0.6964009715168912,0.5961256453484862
"['sw', 'p', 'eb']",pos_tag,0.7032025259359495,0.5790604152418322
"['sw', 'p', 'eb']",pos_tag   position,0.7090627077332151,0.582072005825594
"['sw', 'p', 'eb']",pos_tag  sk,0.6923929917941894,0.5863496110681792
"['sw', 'p', 'eb']",pos_tag  sk position,0.6822325995107851,0.5806976568792984
"['sw', 'p', 'eb']",pos_tag deps,0.7187639946260636,0.5924420766016469
"['sw', 'p', 'eb']",pos_tag deps  position,0.7063887630267331,0.5718251240259549
<<<<<<< Updated upstream
"['sw', 'p', 'eb']",pos_tag deps sk,0.6792704626334519,0.580813937068149
=======
"['sw', 'p', 'eb']",pos_tag deps sk,0.6792704626334519,0.5808139370681489
>>>>>>> Stashed changes
"['sw', 'p', 'eb']",pos_tag deps sk position,0.7109046671090468,0.6090522331802354
"['sw', 'p', 'nb']",,0.7026779583428703,0.5772077053683548
"['sw', 'p', 'nb']",position,0.7064343163538874,0.5926041283081024
"['sw', 'p', 'nb']",sk,0.6969630762508193,0.602070415647142
"['sw', 'p', 'nb']",sk position,0.6895007835236177,0.5884018630649387
"['sw', 'p', 'nb']",deps,0.70509977827051,0.5909318359789665
"['sw', 'p', 'nb']",deps  position,0.6983562860950688,0.5771898569767755
"['sw', 'p', 'nb']",deps sk,0.6889737255782619,0.5775880343437696
"['sw', 'p', 'nb']",deps sk position,0.6756517896597437,0.5794789157684948
<<<<<<< Updated upstream
"['sw', 'p', 'nb']",pos_tag,0.7087378640776698,0.59510831684083
"['sw', 'p', 'nb']",pos_tag   position,0.6975184439973172,0.5815515401347625
"['sw', 'p', 'nb']",pos_tag  sk,0.6943633505501908,0.5968358121534577
"['sw', 'p', 'nb']",pos_tag  sk position,0.6879150066401063,0.584129733121938
=======
"['sw', 'p', 'nb']",pos_tag,0.7087378640776698,0.5951083168408299
"['sw', 'p', 'nb']",pos_tag   position,0.6975184439973172,0.5815515401347625
"['sw', 'p', 'nb']",pos_tag  sk,0.6943633505501908,0.5968358121534577
"['sw', 'p', 'nb']",pos_tag  sk position,0.6879150066401063,0.5841297331219379
>>>>>>> Stashed changes
"['sw', 'p', 'nb']",pos_tag deps,0.7030731815166924,0.5893160094474764
"['sw', 'p', 'nb']",pos_tag deps  position,0.7121621621621621,0.5868873944590528
"['sw', 'p', 'nb']",pos_tag deps sk,0.6842105263157895,0.5814259135042361
"['sw', 'p', 'nb']",pos_tag deps sk position,0.7023545091070635,0.599981069454952
"['d', 'b', 'p']",,0.8768258120776107,0.7962889301300281
"['d', 'b', 'p']",position,0.8737231036731146,0.7951914782671734
"['d', 'b', 'p']",sk,0.8821490467937608,0.7994772145626006
"['d', 'b', 'p']",sk position,0.8823268206039075,0.815167671076266
"['d', 'b', 'p']",deps,0.8769466988374643,0.7980271726193351
"['d', 'b', 'p']",deps  position,0.8754914809960682,0.7975191595452619
"['d', 'b', 'p']",deps sk,0.8747523662777901,0.8051016016828629
"['d', 'b', 'p']",deps sk position,0.8680926916221033,0.7898817890731976
"['d', 'b', 'p']",pos_tag,0.8782837127845885,0.7999498331672988
"['d', 'b', 'p']",pos_tag   position,0.8806855636123928,0.8034682593135364
"['d', 'b', 'p']",pos_tag  sk,0.8777679362267493,0.8070699249605685
"['d', 'b', 'p']",pos_tag  sk position,0.870074307588381,0.7953412010030717
"['d', 'b', 'p']",pos_tag deps,0.8775869660942317,0.8039690728482416
"['d', 'b', 'p']",pos_tag deps  position,0.8738977072310405,0.7897946317974047
<<<<<<< Updated upstream
"['d', 'b', 'p']",pos_tag deps sk,0.869640537029017,0.792480433789148
"['d', 'b', 'p']",pos_tag deps sk position,0.8673068529026626,0.7909991676943898
"['d', 'b', 'eb']",,0.783623055809698,0.675368026409068
=======
"['d', 'b', 'p']",pos_tag deps sk,0.8696405370290171,0.7924804337891479
"['d', 'b', 'p']",pos_tag deps sk position,0.8673068529026626,0.7909991676943898
"['d', 'b', 'eb']",,0.7836230558096979,0.675368026409068
>>>>>>> Stashed changes
"['d', 'b', 'eb']",position,0.8142638372347408,0.7182840365393763
"['d', 'b', 'eb']",sk,0.7996469549867609,0.6995595421084801
"['d', 'b', 'eb']",sk position,0.7996485061511424,0.699112027184819
"['d', 'b', 'eb']",deps,0.8180825507752784,0.7163585320343621
"['d', 'b', 'eb']",deps  position,0.8069787985865724,0.7129987731277677
"['d', 'b', 'eb']",deps sk,0.8048140043763676,0.7037974837523487
"['d', 'b', 'eb']",deps sk position,0.8024691358024691,0.7003199919948105
"['d', 'b', 'eb']",pos_tag,0.8204450319453624,0.7189972573093609
<<<<<<< Updated upstream
"['d', 'b', 'eb']",pos_tag   position,0.792311091471498,0.7022160712369905
=======
"['d', 'b', 'eb']",pos_tag   position,0.7923110914714978,0.7022160712369905
>>>>>>> Stashed changes
"['d', 'b', 'eb']",pos_tag  sk,0.7964601769911506,0.7028980130213577
"['d', 'b', 'eb']",pos_tag  sk position,0.7883563142919676,0.6901328138471611
"['d', 'b', 'eb']",pos_tag deps,0.802103879026956,0.7132537575989597
"['d', 'b', 'eb']",pos_tag deps  position,0.8094053809631472,0.7068533344430994
<<<<<<< Updated upstream
"['d', 'b', 'eb']",pos_tag deps sk,0.805131608051316,0.7069075902578253
"['d', 'b', 'eb']",pos_tag deps sk position,0.8053633217993079,0.706355677807701
=======
"['d', 'b', 'eb']",pos_tag deps sk,0.8051316080513159,0.7069075902578253
"['d', 'b', 'eb']",pos_tag deps sk position,0.8053633217993079,0.7063556778077009
>>>>>>> Stashed changes
"['d', 'b', 'nb']",,0.8085106382978723,0.7207709917652597
"['d', 'b', 'nb']",position,0.8171517440568762,0.7172792674107356
"['d', 'b', 'nb']",sk,0.8089102424110068,0.7054482403011507
"['d', 'b', 'nb']",sk position,0.8003525782282944,0.7033509310983902
"['d', 'b', 'nb']",deps,0.8170459616242749,0.7203910845370679
"['d', 'b', 'nb']",deps  position,0.8084824387011266,0.7177538840515155
"['d', 'b', 'nb']",deps sk,0.801767955801105,0.7077732612208477
"['d', 'b', 'nb']",deps sk position,0.8060156931124672,0.7070285609828433
"['d', 'b', 'nb']",pos_tag,0.8154257690592955,0.7175336386592508
"['d', 'b', 'nb']",pos_tag   position,0.8025533788245652,0.7133875503062482
"['d', 'b', 'nb']",pos_tag  sk,0.8109058927000881,0.7169013169071285
<<<<<<< Updated upstream
"['d', 'b', 'nb']",pos_tag  sk position,0.812785388127854,0.7116535423560876
=======
"['d', 'b', 'nb']",pos_tag  sk position,0.8127853881278541,0.7116535423560876
>>>>>>> Stashed changes
"['d', 'b', 'nb']",pos_tag deps,0.8069087688219664,0.7126027075646807
"['d', 'b', 'nb']",pos_tag deps  position,0.82271714922049,0.7197831387101672
"['d', 'b', 'nb']",pos_tag deps sk,0.8099246787771379,0.7046829086263874
"['d', 'b', 'nb']",pos_tag deps sk position,0.8088618592528237,0.7224169957644895
"['d', 'p', 'eb']",,0.7953562485772819,0.6938146123568888
"['d', 'p', 'eb']",position,0.8179616993176315,0.7198121014842258
"['d', 'p', 'eb']",sk,0.8084830123349924,0.7088256093536053
"['d', 'p', 'eb']",sk position,0.8076072534276869,0.7098602186799879
"['d', 'p', 'eb']",deps,0.814128796037045,0.71536513073331
"['d', 'p', 'eb']",deps  position,0.8211182891512586,0.7308499408961098
"['d', 'p', 'eb']",deps sk,0.8118942731277533,0.7134806442673247
"['d', 'p', 'eb']",deps sk position,0.8177426438296005,0.7212267662077414
"['d', 'p', 'eb']",pos_tag,0.8109796920330283,0.7153529116915255
"['d', 'p', 'eb']",pos_tag   position,0.8105960264900662,0.7197303878507221
"['d', 'p', 'eb']",pos_tag  sk,0.8120497707924035,0.7096031156315733
"['d', 'p', 'eb']",pos_tag  sk position,0.8110253583241455,0.7131436089635632
"['d', 'p', 'eb']",pos_tag deps,0.8123186788663246,0.7201593975190536
"['d', 'p', 'eb']",pos_tag deps  position,0.8109904719698648,0.7075279881796647
"['d', 'p', 'eb']",pos_tag deps sk,0.8006970159006753,0.6982176542939169
"['d', 'p', 'eb']",pos_tag deps sk position,0.8167381974248926,0.72104376388263
"['d', 'p', 'nb']",,0.7932156133828996,0.6954546276495522
"['d', 'p', 'nb']",position,0.8106194690265486,0.7038371299328373
"['d', 'p', 'nb']",sk,0.8079964850615113,0.7025612165966499
"['d', 'p', 'nb']",sk position,0.8035870516185476,0.7069122281062281
"['d', 'p', 'nb']",deps,0.8125136731568584,0.7180000580277642
"['d', 'p', 'nb']",deps  position,0.8078708821578597,0.7154920969466044
"['d', 'p', 'nb']",deps sk,0.7980727113447218,0.7017902864695765
"['d', 'p', 'nb']",deps sk position,0.8116826503923279,0.7122978281639595
"['d', 'p', 'nb']",pos_tag,0.8159684141259047,0.7261305975416583
"['d', 'p', 'nb']",pos_tag   position,0.8178405829101346,0.7192086944746561
"['d', 'p', 'nb']",pos_tag  sk,0.8051663747810859,0.7069459130854305
"['d', 'p', 'nb']",pos_tag  sk position,0.8200217627856364,0.7156163652843485
"['d', 'p', 'nb']",pos_tag deps,0.8101933216168717,0.7137990525686186
"['d', 'p', 'nb']",pos_tag deps  position,0.8142345568487018,0.7049246452038065
"['d', 'p', 'nb']",pos_tag deps sk,0.8133655748516156,0.7185806690917275
"['d', 'p', 'nb']",pos_tag deps sk position,0.8153914590747331,0.7252411910872901
"['b', 'p', 'eb']",,0.7992799279927992,0.7044068159539908
"['b', 'p', 'eb']",position,0.8166593212869105,0.7155719094438502
<<<<<<< Updated upstream
"['b', 'p', 'eb']",sk,0.8138138138138138,0.716476325395814
=======
"['b', 'p', 'eb']",sk,0.8138138138138138,0.7164763253958141
>>>>>>> Stashed changes
"['b', 'p', 'eb']",sk position,0.8088811493252069,0.7052738076866203
"['b', 'p', 'eb']",deps,0.8124037827138774,0.7164684386514774
"['b', 'p', 'eb']",deps  position,0.8075904677846426,0.7152873632475608
"['b', 'p', 'eb']",deps sk,0.8076500329742801,0.7051385789919637
"['b', 'p', 'eb']",deps sk position,0.8041833555852247,0.7043691563741593
"['b', 'p', 'eb']",pos_tag,0.8157778757161745,0.7124282120502955
"['b', 'p', 'eb']",pos_tag   position,0.8117283950617284,0.7175292294366733
"['b', 'p', 'eb']",pos_tag  sk,0.8136263736263737,0.7131721422818953
<<<<<<< Updated upstream
"['b', 'p', 'eb']",pos_tag  sk position,0.8035516093229744,0.706282726294759
"['b', 'p', 'eb']",pos_tag deps,0.8128719418117699,0.7203158093222342
"['b', 'p', 'eb']",pos_tag deps  position,0.814535785508531,0.7063104158951571
=======
"['b', 'p', 'eb']",pos_tag  sk position,0.8035516093229744,0.7062827262947591
"['b', 'p', 'eb']",pos_tag deps,0.8128719418117699,0.7203158093222342
"['b', 'p', 'eb']",pos_tag deps  position,0.8145357855085309,0.7063104158951571
>>>>>>> Stashed changes
"['b', 'p', 'eb']",pos_tag deps sk,0.8034643570952699,0.7034438544580055
"['b', 'p', 'eb']",pos_tag deps sk position,0.8101983002832861,0.722424823469348
"['b', 'p', 'nb']",,0.8010923987255348,0.7061127703501524
"['b', 'p', 'nb']",position,0.8159929313010825,0.7170681983293393
"['b', 'p', 'nb']",sk,0.8099606815203145,0.7076151068056645
"['b', 'p', 'nb']",sk position,0.8058656161085577,0.7091929238316654
"['b', 'p', 'nb']",deps,0.8192982456140352,0.721495642688846
"['b', 'p', 'nb']",deps  position,0.8137810728303532,0.7183317589065862
"['b', 'p', 'nb']",deps sk,0.8076332529063391,0.7114530817442136
"['b', 'p', 'nb']",deps sk position,0.8130081300813008,0.717905434090073
"['b', 'p', 'nb']",pos_tag,0.8190184049079755,0.7253130512086122
"['b', 'p', 'nb']",pos_tag   position,0.807079646017699,0.7106434312846244
"['b', 'p', 'nb']",pos_tag  sk,0.8050065876152832,0.7083138477604966
"['b', 'p', 'nb']",pos_tag  sk position,0.8144914884329987,0.712537547281549
"['b', 'p', 'nb']",pos_tag deps,0.8085387323943661,0.7106567093903182
"['b', 'p', 'nb']",pos_tag deps  position,0.8157600179091111,0.7063599562321327
"['b', 'p', 'nb']",pos_tag deps sk,0.8038235933087117,0.6984560905424142
"['b', 'p', 'nb']",pos_tag deps sk position,0.8115435067774377,0.7131861346668171
"['sw', 'd', 'b', 'p']",,0.8228596452813662,0.7488504300811115
"['sw', 'd', 'b', 'p']",position,0.8501118568232663,0.7795994288761555
"['sw', 'd', 'b', 'p']",sk,0.8361086765994741,0.7634518836576646
"['sw', 'd', 'b', 'p']",sk position,0.8501988510826337,0.7796270327991024
"['sw', 'd', 'b', 'p']",deps,0.8441268423403305,0.7694977801160995
"['sw', 'd', 'b', 'p']",deps  position,0.8414660594231186,0.7651968178609598
"['sw', 'd', 'b', 'p']",deps sk,0.8434476693051891,0.7738693868292932
"['sw', 'd', 'b', 'p']",deps sk position,0.8443468715697037,0.7691592990025707
"['sw', 'd', 'b', 'p']",pos_tag,0.8514056224899599,0.7721961053153549
"['sw', 'd', 'b', 'p']",pos_tag   position,0.8391850888599913,0.7609980971686665
"['sw', 'd', 'b', 'p']",pos_tag  sk,0.84318536694178,0.7673179559079023
"['sw', 'd', 'b', 'p']",pos_tag  sk position,0.8356766256590509,0.7659572309589979
"['sw', 'd', 'b', 'p']",pos_tag deps,0.8433734939759037,0.7615559662023422
"['sw', 'd', 'b', 'p']",pos_tag deps  position,0.8414985590778099,0.7633811366222193
"['sw', 'd', 'b', 'p']",pos_tag deps sk,0.8299024918743229,0.759071510524272
"['sw', 'd', 'b', 'p']",pos_tag deps sk position,0.8405545927209704,0.7684417892672878
"['sw', 'd', 'b', 'eb']",,0.6725829051844933,0.5501565461494027
"['sw', 'd', 'b', 'eb']",position,0.6921165574881409,0.5720624044830631
"['sw', 'd', 'b', 'eb']",sk,0.6958286358511838,0.5916822829329936
"['sw', 'd', 'b', 'eb']",sk position,0.6846119336025124,0.5762280880968284
"['sw', 'd', 'b', 'eb']",deps,0.6926719278466742,0.5730229631434967
"['sw', 'd', 'b', 'eb']",deps  position,0.7003873319662793,0.5700376535017468
"['sw', 'd', 'b', 'eb']",deps sk,0.6958659217877095,0.5997319350056681
"['sw', 'd', 'b', 'eb']",deps sk position,0.6923413566739607,0.593757753383239
"['sw', 'd', 'b', 'eb']",pos_tag,0.6966953372566773,0.5699760824649757
"['sw', 'd', 'b', 'eb']",pos_tag   position,0.7038295943802402,0.5777946848071615
"['sw', 'd', 'b', 'eb']",pos_tag  sk,0.6789651293588301,0.5723935061651543
"['sw', 'd', 'b', 'eb']",pos_tag  sk position,0.6900532859680284,0.5966013293700196
"['sw', 'd', 'b', 'eb']",pos_tag deps,0.6943566591422122,0.5554604829714411
"['sw', 'd', 'b', 'eb']",pos_tag deps  position,0.6962564447433311,0.5702233747559502
"['sw', 'd', 'b', 'eb']",pos_tag deps sk,0.6824158680632939,0.5784977723089127
"['sw', 'd', 'b', 'eb']",pos_tag deps sk position,0.7104162078837261,0.6108584818471968
"['sw', 'd', 'b', 'nb']",,0.6711347353824821,0.5413181772013509
"['sw', 'd', 'b', 'nb']",position,0.7009049773755657,0.5797862723097783
"['sw', 'd', 'b', 'nb']",sk,0.6895196506550219,0.5816826637704083
"['sw', 'd', 'b', 'nb']",sk position,0.680917390336228,0.5810941642156416
"['sw', 'd', 'b', 'nb']",deps,0.705563093622795,0.5838116257056308
"['sw', 'd', 'b', 'nb']",deps  position,0.690950226244344,0.5610813513056219
"['sw', 'd', 'b', 'nb']",deps sk,0.6861924686192468,0.5862296412409207
"['sw', 'd', 'b', 'nb']",deps sk position,0.6952526799387443,0.6003031084196094
"['sw', 'd', 'b', 'nb']",pos_tag,0.7006939780613387,0.5818360056778127
"['sw', 'd', 'b', 'nb']",pos_tag   position,0.6860385925085131,0.5558985896990708
"['sw', 'd', 'b', 'nb']",pos_tag  sk,0.6935193519351935,0.5890460913454966
"['sw', 'd', 'b', 'nb']",pos_tag  sk position,0.6833333333333333,0.5763813707464366
"['sw', 'd', 'b', 'nb']",pos_tag deps,0.6900401965163019,0.5620521066048111
"['sw', 'd', 'b', 'nb']",pos_tag deps  position,0.7011468405666741,0.5772110407920298
"['sw', 'd', 'b', 'nb']",pos_tag deps sk,0.6900304745319982,0.5859064102946798
"['sw', 'd', 'b', 'nb']",pos_tag deps sk position,0.7046816063900601,0.6044631339713424
"['sw', 'd', 'p', 'eb']",,0.6950517836593787,0.5800984957485436
"['sw', 'd', 'p', 'eb']",position,0.7001109877913428,0.5767332395083204
"['sw', 'd', 'p', 'eb']",sk,0.7015823490082459,0.6008033898009789
"['sw', 'd', 'p', 'eb']",sk position,0.6861443116423196,0.5834096157180019
"['sw', 'd', 'p', 'eb']",deps,0.70859167404783,0.5933544134961009
"['sw', 'd', 'p', 'eb']",deps  position,0.7092166927025219,0.5887755926469573
"['sw', 'd', 'p', 'eb']",deps sk,0.6911764705882354,0.5911066183087763
"['sw', 'd', 'p', 'eb']",deps sk position,0.683493410766138,0.580437169707212
"['sw', 'd', 'p', 'eb']",pos_tag,0.7045707915273133,0.5789201064146006
"['sw', 'd', 'p', 'eb']",pos_tag   position,0.7049808429118773,0.5785887793699785
"['sw', 'd', 'p', 'eb']",pos_tag  sk,0.6766439909297052,0.5730864341221246
"['sw', 'd', 'p', 'eb']",pos_tag  sk position,0.6785873938310237,0.5794968436226826
"['sw', 'd', 'p', 'eb']",pos_tag deps,0.7041433370660695,0.5793244320058338
"['sw', 'd', 'p', 'eb']",pos_tag deps  position,0.7039131418231169,0.5682588639067742
"['sw', 'd', 'p', 'eb']",pos_tag deps sk,0.6674152256905457,0.5653218610186898
"['sw', 'd', 'p', 'eb']",pos_tag deps sk position,0.7139396608676501,0.6052374515850858
"['sw', 'd', 'p', 'nb']",,0.6841744690568622,0.5820265697600849
"['sw', 'd', 'p', 'nb']",position,0.7014428412874583,0.5691986764314951
"['sw', 'd', 'p', 'nb']",sk,0.7072640278381906,0.6035088805587802
"['sw', 'd', 'p', 'nb']",sk position,0.6729729729729729,0.5803109452571915
"['sw', 'd', 'p', 'nb']",deps,0.6980880391285015,0.5769119301034812
"['sw', 'd', 'p', 'nb']",deps  position,0.711834579850418,0.5882605314750975
"['sw', 'd', 'p', 'nb']",deps sk,0.6831571846188441,0.5838490327830863
"['sw', 'd', 'p', 'nb']",deps sk position,0.6922398589065256,0.5875125035338693
"['sw', 'd', 'p', 'nb']",pos_tag,0.7024175824175825,0.585405812823958
"['sw', 'd', 'p', 'nb']",pos_tag   position,0.6973947895791582,0.5776193808966731
"['sw', 'd', 'p', 'nb']",pos_tag  sk,0.6798313734191258,0.5734843738323651
"['sw', 'd', 'p', 'nb']",pos_tag  sk position,0.6770621468926553,0.5818378120967843
"['sw', 'd', 'p', 'nb']",pos_tag deps,0.6987736900780379,0.5683516549273366
"['sw', 'd', 'p', 'nb']",pos_tag deps  position,0.7004295726882206,0.5794896630573539
"['sw', 'd', 'p', 'nb']",pos_tag deps sk,0.6935232584019587,0.5887794664851501
"['sw', 'd', 'p', 'nb']",pos_tag deps sk position,0.7060099804729877,0.607017980356166
"['sw', 'b', 'p', 'eb']",,0.6821527138914444,0.5681538990025043
"['sw', 'b', 'p', 'eb']",position,0.7083793942073845,0.5802763737724066
"['sw', 'b', 'p', 'eb']",sk,0.6984196663740123,0.5994694375130635
"['sw', 'b', 'p', 'eb']",sk position,0.6795592534292783,0.575996643967153
"['sw', 'b', 'p', 'eb']",deps,0.7033707865168539,0.5866685336632328
"['sw', 'b', 'p', 'eb']",deps  position,0.6996640537513998,0.5696555599644832
"['sw', 'b', 'p', 'eb']",deps sk,0.6852017937219731,0.5837815778546617
"['sw', 'b', 'p', 'eb']",deps sk position,0.6743720826850411,0.5690996966604135
"['sw', 'b', 'p', 'eb']",pos_tag,0.7063046892528606,0.5865391895307598
"['sw', 'b', 'p', 'eb']",pos_tag   position,0.6992380098610488,0.5763896727402341
"['sw', 'b', 'p', 'eb']",pos_tag  sk,0.6889239792465598,0.5834423266213601
"['sw', 'b', 'p', 'eb']",pos_tag  sk position,0.6936518469365185,0.5951211517739644
"['sw', 'b', 'p', 'eb']",pos_tag deps,0.7085201793721974,0.5801618727116017
"['sw', 'b', 'p', 'eb']",pos_tag deps  position,0.7049703602371181,0.5755463348170385
"['sw', 'b', 'p', 'eb']",pos_tag deps sk,0.6802053113144387,0.5796890024106593
"['sw', 'b', 'p', 'eb']",pos_tag deps sk position,0.7197382769901853,0.6152359712698896
"['sw', 'b', 'p', 'nb']",,0.6804843968327899,0.5525109990435674
"['sw', 'b', 'p', 'nb']",position,0.7040930440617311,0.5834189249171272
"['sw', 'b', 'p', 'nb']",sk,0.6954813359528487,0.6004840654012417
"['sw', 'b', 'p', 'nb']",sk position,0.6894396070551463,0.5932345797347319
"['sw', 'b', 'p', 'nb']",deps,0.700530035335689,0.5812697216211765
"['sw', 'b', 'p', 'nb']",deps  position,0.7105263157894737,0.6003165227870189
"['sw', 'b', 'p', 'nb']",deps sk,0.6814020986827418,0.5766314120519355
"['sw', 'b', 'p', 'nb']",deps sk position,0.6668144535579694,0.5704009176516754
"['sw', 'b', 'p', 'nb']",pos_tag,0.7058823529411764,0.5856171897927801
"['sw', 'b', 'p', 'nb']",pos_tag   position,0.7015614691005058,0.5751031387757369
"['sw', 'b', 'p', 'nb']",pos_tag  sk,0.6827726349062992,0.5776690769260212
"['sw', 'b', 'p', 'nb']",pos_tag  sk position,0.6657842488418266,0.5661791637602868
"['sw', 'b', 'p', 'nb']",pos_tag deps,0.6995812210711925,0.5852613320775647
"['sw', 'b', 'p', 'nb']",pos_tag deps  position,0.7087223867000683,0.5754318769248561
"['sw', 'b', 'p', 'nb']",pos_tag deps sk,0.6901718818862935,0.5795790878169137
"['sw', 'b', 'p', 'nb']",pos_tag deps sk position,0.7,0.5957399426551582
"['d', 'b', 'p', 'eb']",,0.7900323027226581,0.690877465483052
"['d', 'b', 'p', 'eb']",position,0.8165834599522467,0.7176673812643536
"['d', 'b', 'p', 'eb']",sk,0.817946505608283,0.718825109150517
