preprocessing,embeddings,micro_f1,macro_f1
"['b', 'eb']",pos_tag deps  position,0.8111011638316921,0.7091494339281489
"['b', 'eb']",pos_tag deps sk,0.8130511463844797,0.7139519263006184
"['b', 'eb']",pos_tag deps sk position,0.812458872559772,0.7149314543661012
"['b', 'nb']",,0.7907503967354341,0.6982455225475324
"['b', 'nb']",position,0.814225756571681,0.7154797858731379
"['b', 'nb']",sk,0.8063102541630149,0.7112173149020052
"['b', 'nb']",sk position,0.8056103440718826,0.7088962248469199
"['b', 'nb']",deps,0.8136865342163354,0.7144738273297827
"['b', 'nb']",deps  position,0.8153172866520789,0.7219471975908149
"['b', 'nb']",deps sk,0.8108945969884853,0.7119416016267285
"['b', 'nb']",deps sk position,0.813321647677476,0.7127631366056792
"['b', 'nb']",pos_tag,0.8148312611012433,0.7195098764412021
"['b', 'nb']",pos_tag   position,0.8072552447552447,0.7127137982527008
"['b', 'nb']",pos_tag  sk,0.8049101271372205,0.7110693072693337
"['b', 'nb']",pos_tag  sk position,0.8078516902944385,0.7083697139110869
"['b', 'nb']",pos_tag deps,0.8035792230467044,0.7094679278799907
"['b', 'nb']",pos_tag deps  position,0.8217158176943699,0.7177627796146059
"['b', 'nb']",pos_tag deps sk,0.8148631029986961,0.7128928900198631
"['b', 'nb']",pos_tag deps sk position,0.8051382538645765,0.7125982844005304
"['p', 'eb']",,0.7955322543879644,0.6904311766501102
"['p', 'eb']",position,0.8117099135063208,0.7103987323561622
"['p', 'eb']",sk,0.8128920614319706,0.7157773780793586
"['p', 'eb']",sk position,0.8073435080734351,0.7063738863139529
"['p', 'eb']",deps,0.8133421692069802,0.7158699118173445
"['p', 'eb']",deps  position,0.8181617809124971,0.7279552620198535
"['p', 'eb']",deps sk,0.8111522544108039,0.7082177723832338
"['p', 'eb']",deps sk position,0.8050342238904835,0.7030464960401629
"['p', 'eb']",pos_tag,0.8109066725781423,0.7115141054833749
"['p', 'eb']",pos_tag   position,0.8164165931156222,0.7228780176236742
"['p', 'eb']",pos_tag  sk,0.8038319181362944,0.702982565426591
"['p', 'eb']",pos_tag  sk position,0.8008839779005524,0.6984889379519155
"['p', 'eb']",pos_tag deps,0.8108346179255671,0.7135397851399052
"['p', 'eb']",pos_tag deps  position,0.8115684093437152,0.7102738833519108
"['p', 'eb']",pos_tag deps sk,0.8098918083462132,0.7124853704328588
"['p', 'eb']",pos_tag deps sk position,0.8129229425889545,0.7153031201095645
"['p', 'nb']",,0.7971741112123975,0.7070783463053602
"['p', 'nb']",position,0.8170080142475513,0.7199342328768992
"['p', 'nb']",sk,0.8121761658031088,0.7161892334266515
"['p', 'nb']",sk position,0.8061645322335577,0.7067671688745046
"['p', 'nb']",deps,0.8192077893339234,0.7188220155705941
"['p', 'nb']",deps  position,0.8096809680968097,0.7146760185719423
"['p', 'nb']",deps sk,0.8047130700414575,0.7083225170686853
"['p', 'nb']",deps sk position,0.8072262612910333,0.7063775501185409
"['p', 'nb']",pos_tag,0.8173098371626143,0.7132719262018337
"['p', 'nb']",pos_tag   position,0.8150744960560912,0.719504127679673
"['p', 'nb']",pos_tag  sk,0.7880123402379903,0.6877532595613399
"['p', 'nb']",pos_tag  sk position,0.8075654277545634,0.7071225900946659
"['p', 'nb']",pos_tag deps,0.8116641087480816,0.7138852427457285
"['p', 'nb']",pos_tag deps  position,0.8193041526374859,0.7079676762095977
"['p', 'nb']",pos_tag deps sk,0.8134263295553619,0.7139328348270898
"['p', 'nb']",pos_tag deps sk position,0.8130330198994096,0.7186069688117603
"['sw', 'd', 'b']",,0.8296460176991151,0.7525762108514207
"['sw', 'd', 'b']",position,0.836898395721925,0.7625336151973002
"['sw', 'd', 'b']",sk,0.8395934600088378,0.7627184984050407
"['sw', 'd', 'b']",sk position,0.8440895985806166,0.773392473653385
"['sw', 'd', 'b']",deps,0.844296788482835,0.7724384323964923
"['sw', 'd', 'b']",deps  position,0.8407367280606716,0.7609724612417333
"['sw', 'd', 'b']",deps sk,0.8476211357158518,0.7753159996689872
"['sw', 'd', 'b']",deps sk position,0.8442320225939605,0.7704021628452566
"['sw', 'd', 'b']",pos_tag,0.8452274754683319,0.7741271277785404
"['sw', 'd', 'b']",pos_tag   position,0.8467881944444444,0.7676282614979372
"['sw', 'd', 'b']",pos_tag  sk,0.8427065026362041,0.7642397386620524
"['sw', 'd', 'b']",pos_tag  sk position,0.8356043956043957,0.7627825088845878
"['sw', 'd', 'b']",pos_tag deps,0.8413763254706773,0.7657185227589854
"['sw', 'd', 'b']",pos_tag deps  position,0.8423829413057815,0.7677381984797078
"['sw', 'd', 'b']",pos_tag deps sk,0.8313622426631625,0.7654258070359553
"['sw', 'd', 'b']",pos_tag deps sk position,0.8416190057193137,0.7750360572028743
"['sw', 'd', 'p']",,0.8251655629139073,0.7473763260994367
"['sw', 'd', 'p']",position,0.8451015004413063,0.7662414296624057
"['sw', 'd', 'p']",sk,0.8332237563006794,0.7574913504833205
"['sw', 'd', 'p']",sk position,0.8456317057149112,0.7751389371927783
"['sw', 'd', 'p']",deps,0.8439003060778313,0.762701998830618
"['sw', 'd', 'p']",deps  position,0.8366861345446679,0.7578711891035639
"['sw', 'd', 'p']",deps sk,0.8423144876325088,0.7686350937777252
"['sw', 'd', 'p']",deps sk position,0.8445121951219511,0.76248333908168
"['sw', 'd', 'p']",pos_tag,0.8471577084715771,0.7749290603674791
"['sw', 'd', 'p']",pos_tag   position,0.8361086765994741,0.7567821675768185
"['sw', 'd', 'p']",pos_tag  sk,0.8385800401875418,0.7673713790731672
"['sw', 'd', 'p']",pos_tag  sk position,0.8412388997184319,0.7711436377800256
"['sw', 'd', 'p']",pos_tag deps,0.8377259856240471,0.7576220957044214
"['sw', 'd', 'p']",pos_tag deps  position,0.8324850630670502,0.7518535385954133
"['sw', 'd', 'p']",pos_tag deps sk,0.8380204926967517,0.769068186088295
"['sw', 'd', 'p']",pos_tag deps sk position,0.8475169547145045,0.7785153069368389
"['sw', 'd', 'eb']",,0.6794545874740006,0.567701839555304
"['sw', 'd', 'eb']",position,0.7064385411976587,0.5851796299374464
"['sw', 'd', 'eb']",sk,0.6928017718715394,0.5900647120589827
"['sw', 'd', 'eb']",sk position,0.6866621222449443,0.5810595618869773
"['sw', 'd', 'eb']",deps,0.6946241356234665,0.5817327664936606
"['sw', 'd', 'eb']",deps  position,0.7026783704704029,0.5732563412602342
"['sw', 'd', 'eb']",deps sk,0.69826224328594,0.5873468310030604
"['sw', 'd', 'eb']",deps sk position,0.6970991679784124,0.5944797470013684
"['sw', 'd', 'eb']",pos_tag,0.6934422509643748,0.5678692612295889
"['sw', 'd', 'eb']",pos_tag   position,0.6950386891215294,0.5652179786937029
"['sw', 'd', 'eb']",pos_tag  sk,0.6891502107832261,0.5873327370892131
"['sw', 'd', 'eb']",pos_tag  sk position,0.6901157613535174,0.5890715324202824
"['sw', 'd', 'eb']",pos_tag deps,0.7079365079365079,0.5802432307335957
"['sw', 'd', 'eb']",pos_tag deps  position,0.6996336996336997,0.5709452892244208
"['sw', 'd', 'eb']",pos_tag deps sk,0.6974677920924034,0.6001807071847056
"['sw', 'd', 'eb']",pos_tag deps sk position,0.7143174250832408,0.6086707516569253
"['sw', 'd', 'nb']",,0.6869844179651696,0.5676410348093888
"['sw', 'd', 'nb']",position,0.6996386630532971,0.5798536854135944
"['sw', 'd', 'nb']",sk,0.6949891067538125,0.592621277499938
"['sw', 'd', 'nb']",sk position,0.6916817359855334,0.5844251462971121
"['sw', 'd', 'nb']",deps,0.7145717463848721,0.5974794219369614
"['sw', 'd', 'nb']",deps  position,0.6899189918991899,0.5552332903610783
"['sw', 'd', 'nb']",deps sk,0.6748466257668713,0.5737465123088991
"['sw', 'd', 'nb']",deps sk position,0.6875685156763868,0.5901332907084568
"['sw', 'd', 'nb']",pos_tag,0.7014260249554366,0.5821593777782744
"['sw', 'd', 'nb']",pos_tag   position,0.6858974358974358,0.5489824116255014
"['sw', 'd', 'nb']",pos_tag  sk,0.6849377123442808,0.5832255369162475
"['sw', 'd', 'nb']",pos_tag  sk position,0.6899621633652347,0.5889631735519026
"['sw', 'd', 'nb']",pos_tag deps,0.6916181084715375,0.5556205032056836
"['sw', 'd', 'nb']",pos_tag deps  position,0.7070479621706824,0.5791121740559511
"['sw', 'd', 'nb']",pos_tag deps sk,0.6949414623370886,0.5988183714475919
"['sw', 'd', 'nb']",pos_tag deps sk position,0.7053591283077607,0.6071915056372262
"['sw', 'b', 'p']",,0.8365784292277401,0.7660538429812229
"['sw', 'b', 'p']",position,0.838622552329507,0.7552332274132292
"['sw', 'b', 'p']",sk,0.8486698648059309,0.7661279169173781
"['sw', 'b', 'p']",sk position,0.8428256070640177,0.7767374419501745
"['sw', 'b', 'p']",deps,0.8458813108945971,0.7743609079442879
"['sw', 'b', 'p']",deps  position,0.8450765864332603,0.7682604758141566
"['sw', 'b', 'p']",deps sk,0.8434310532030402,0.7735823402190093
"['sw', 'b', 'p']",deps sk position,0.8398857895892818,0.7704389720053161
"['sw', 'b', 'p']",pos_tag,0.8478162989644306,0.7652448958269448
"['sw', 'b', 'p']",pos_tag   position,0.8427184466019418,0.7599135291712917
"['sw', 'b', 'p']",pos_tag  sk,0.8468546637744035,0.7764917551579239
"['sw', 'b', 'p']",pos_tag  sk position,0.8484054172127566,0.7715533480148163
"['sw', 'b', 'p']",pos_tag deps,0.8420597144093466,0.7654011134349551
"['sw', 'b', 'p']",pos_tag deps  position,0.8428851601656134,0.7595742875763469
"['sw', 'b', 'p']",pos_tag deps sk,0.8332971093240601,0.7588207484559328
"['sw', 'b', 'p']",pos_tag deps sk position,0.8441415695757309,0.7746824541889101
